sitting,topic,gov,median,upper,lower
352,16,26,0.6784599494807908,0.8626747873649987,0.4794826637583361
352,17,26,-1.326727034534286,-1.108238248874282,-1.5629175991828301
352,18,26,-1.4446881157352984,-1.231307768437647,-1.6679822190242448
352,19,26,-1.799445331231287,-1.5844789244376776,-2.001103144686256
352,20,26,-1.344827142428778,-1.1364790064387438,-1.5804098321316147
352,21,26,0.0953527580718893,0.37309318454599044,-0.19510782550297023
352,22,26,-1.6644097893015402,-1.4418031768275898,-1.9144133015374984
352,23,26,-0.5024429218683274,-0.27463095238846646,-0.7420084278379719
352,24,26,-1.9362223613745968,-1.7413636701963298,-2.200827718702907
352,25,26,-1.3729985362926531,-1.173506986346935,-1.5892544038309677
352,26,26,-0.40593049318080865,-0.07824667158008543,-0.7495767577553775
352,27,26,-1.5756326561526834,-1.3601704462651887,-1.768392659437927
352,28,26,-1.9359869483208376,-1.7503430186113371,-2.1581177225446218
352,29,26,-0.7393241363706649,-0.5043977625300381,-0.9708121956061635
352,30,26,-0.22951188491306324,0.010317493013893963,-0.44541254852131007
352,31,26,-1.1458477804494698,-0.9289583473208272,-1.4046781643480595
352,32,26,-1.1214853208448288,-0.8775312160383594,-1.33738497797318
352,33,26,-1.182289344733459,-0.9812135582314896,-1.425347555480824
352,34,26,-0.8068567156279884,-0.5589268759676639,-1.0682647388255995
352,35,26,-1.774240842292,-1.5577541237764885,-1.976526416977313
352,36,26,-0.2711948099100296,0.09240531716314973,-0.5786832622705809
352,37,26,-0.7662937191037966,-0.54484275517355,-0.9797408225021206
352,38,26,2.1561416676005996,2.2988696032635714,1.9903689066923578
352,39,26,-1.9105676715102473,-1.7057529438144194,-2.098315627584517
352,40,26,-1.286048791328518,-1.0332398883631455,-1.5346536434038336
353,1,26,-1.3280593418419584,-1.1263180504711054,-1.5479728267307418
353,2,26,-1.445891875689028,-1.2156418535939912,-1.6643885786480521
353,3,26,-0.9130501941021903,-0.737548101630227,-1.1144895137155748
353,4,26,-1.0794022449158491,-0.8292423629880581,-1.307208070292874
353,5,26,-1.4477596040280407,-1.2364261889900634,-1.6584348877872372
353,6,26,-0.1551000799055677,0.09439600964756364,-0.4404156802664191
353,7,26,-0.9581702608719188,-0.7555811654991317,-1.1978112907304648
353,8,26,-0.7141463746492138,-0.46334002547964165,-0.9936363824169412
353,9,26,-1.5204453879828739,-1.3127181312401648,-1.7593826980972083
353,10,26,-0.26264723326096495,-0.05997932191811576,-0.5083651005815508
353,11,26,-0.5514507802174629,-0.33863325820206097,-0.7903824860378033
353,12,26,-1.4911474225872983,-1.2720811784704262,-1.7010573878362472
353,13,26,-0.15892257061274687,0.13478421849255598,-0.45174480668616207
353,14,26,-0.1542711756937168,0.25539727851784805,-0.5834831822431368
353,15,26,-1.3242244920382775,-1.1031543528856598,-1.5316638065347896
353,16,26,0.6643147121979833,0.8356050418098585,0.46419371040735524
353,17,26,-1.3414946589089114,-1.1306118302442971,-1.5741722765571413
353,18,26,-1.4604069252114655,-1.2426799204463346,-1.6799920597720441
353,19,26,-1.7873312210249312,-1.570297260264781,-1.9939158229705207
353,20,26,-1.346106926042768,-1.1320778841292878,-1.5805594763872026
353,21,26,0.039930422053002734,0.3166482351691968,-0.24616328603862164
353,22,26,-1.6717075710912601,-1.457859012012675,-1.9201602045048696
353,23,26,-0.4551283762519089,-0.22392886171759777,-0.7004980791645385
353,24,26,-1.9310170312491195,-1.724346094607007,-2.178006500577216
353,25,26,-1.3774029869505644,-1.1711517716945699,-1.5943570976894585
353,26,26,-0.3985994585224269,-0.06433629365672311,-0.7305872429618244
353,27,26,-1.5577981819215536,-1.3595664112862695,-1.7666257044322784
353,28,26,-1.926119224940098,-1.7419705290356498,-2.145957037763996
353,29,26,-0.8019256457035867,-0.5643200823080937,-1.0321424098359935
353,30,26,-0.237251661271343,0.010357410868231798,-0.4568150254547522
353,31,26,-1.1201088435068356,-0.8983192431799825,-1.3766199627347695
353,32,26,-1.111470261790318,-0.8630837709790032,-1.3257170479405282
